callsign,origin,destination,aircraft_type,time,cargo
PDT5970,KCLT,KMOB,E145,22:21,false
AAL3146,KCLT,KCLE,B738,22:24,false
JRT50,KCLT,KBNA,LJ45,22:25,false
PDT5827,KCLT,KAVL,E145,22:25,false
AAL2094,KCLT,KSRQ,A320,22:27,false
ENY3560,KCAE,KCLT,E75L,22:27,false
AAL720,KCLT,LIRF,B772,22:28,false
ENY3692,KCLT,KLIT,E75L,22:28,false
RPA5837,KCLT,KBOS,E75L,22:29,false
AAL3087,KCLT,KIND,A321,22:32,false
PDT5860,KCLT,KSBY,E145,22:34,false
PDT5961,KCLT,KFWA,E145,22:35,false
AAL596,KCLT,KLAS,A21N,22:36,false
AAL730,KCLT,EGLL,B77W,22:37,false
EJA616,KGSO,KCLT,C68A,22:38,false
AAL2151,KCLT,KMSP,A319,22:40,false
AAL657,KCLT,KJFK,A319,22:40,false
ENY4017,KCLT,KSGF,E75L,22:44,false
PDT6055,KCLT,KCHO,E145,22:44,false
AAL9786,KCLT,KPIT,A320,22:46,false
AAL1887,KCLT,KCID,A319,22:47,false
AAL3155,KCLT,KROC,A320,22:47,false
JIA5382,KCLT,KSAV,CRJ9,22:48,false
AAL1905,KCLT,KAUS,A321,22:50,false
UAL616,KDEN,KCLT,A320,22:51,false
AAL2068,KCLT,KLGA,A319,22:52,false
AAL3123,KCLT,KFLO,B738,22:52,false
DAL3158,KATL,KCLT,A319,22:53,false
JIA5429,KCLT,KPNS,CRJ9,22:57,false
FDX1243,KCLT,KMEM,B763,22:59,true
JIA5206,KCLT,KLFT,CRJ9,22:59,false
FFT2451,KCLT,KMCO,A20N,23:02,false
JIA5622,KCLT,KORF,CRJ9,23:03,false
N275LX,KCLT,KPDK,C25B,23:04,false
FDX1635,KCLT,KIND,B763,23:06,true
SWA915,KBWI,KCLT,B737,23:07,false
AAL2386,KCLT,KDCA,A320,23:09,false
DAL2352,KDTW,KCLT,B712,23:09,false
JIA5451,KCLT,KPIA,CRJ9,23:10,false
SWA4194,KMDW,KCLT,B38M,23:10,false
N235LJ,KCLT,KBOS,LJ35,23:14,false
UAL1748,KORD,KCLT,B738,23:14,false
AAL2441,KCLT,KSAT,B738,23:17,false
N265CM,KORD,KCLT,C560,23:18,false
AAL936,KCLT,KPHX,A21N,23:19,false
AAL2169,KCLT,KBDL,B738,23:20,false
AAL2611,KCLT,KSLC,A321,23:22,false
ASH6209,KRDU,KCLT,E75L,23:22,false
SWA1168,KCLT,KBNA,B738,23:22,false
SWA4937,KSTL,KCLT,B737,23:24,false
RPA3468,KCLT,KEWR,E75L,23:29,false
AAL1703,KGSP,KCLT,A21N,23:33,false
UPS1283,KCLT,KPHL,A306,23:33,true
DAL720,KATL,KCLT,B712,23:35,false
DAL2132,KCLT,KATL,A319,23:36,false
ENY4054,KCLT,KGSO,E75L,23:39,false
RPA5807,KBOS,KCLT,E75L,23:41,false
JIA5539,KCLT,KBTR,CRJ9,23:42,false
DAL3139,KATL,KCLT,B712,23:43,false
FFT3110,KDFW,KCLT,A20N,23:45,false
JIA5142,KCLT,KLEX,CRJ9,23:46,false
AAL627,KCLT,KORD,B738,23:51,false
DAL2929,KMSP,KCLT,BCS1,23:52,false
JIA5217,KCLT,KMDT,CRJ9,23:53,false
